,Index Number,Name,Address,Project Status,Occupancy Year,Operator,URL,Geom,Local Area,unit_count,unit_category,unit_detail
11243,492,,2864 E 5th Ave,Completed,1983,Access Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=492,POINT (-123.04557776 49.26540171),Hastings-Sunrise,1,Design,Standard Studio
11245,503,,3355 E 4th Avenue,Completed,2006,Hopehill,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=503,POINT (-123.03143236 49.26621509),Hastings-Sunrise,13,Design,Standard Studio
11248,597,,1601 W 7th Av,Completed,2012,Sanford Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=597,POINT (-123.14131128 49.26563829),Fairview,62,Design,Standard Studio
11249,634,,2980 Nanaimo,Completed,2012,Lu'Ma Native Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=634,POINT (-123.05614045 49.25719768),Renfrew-Collingwood,3,Design,Standard Studio
11254,692,,1436 West 71st Avenue,Completed,2008,Tikva Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=692,POINT (-123.13817325 49.20677619),Marpole,1,Design,Standard Studio
11255,705,,2304 W 8th Av,Completed,2012,Kitsilano Neighbourhood House,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=705,POINT (-123.15800935 49.26456261),Kitsilano,1,Design,Standard Studio
11257,710,,728 W 8th Ave,Completed,2012,Heritage Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=710,POINT (-123.12046637 49.2639696),Fairview,1,Design,Standard Studio
11259,723,,3484 Kingsway,Completed,2014,City of Vancouver,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=723,POINT (-123.03124616 49.23140021),Killarney,55,Design,Standard Studio
11261,727,,333 E Pender St,Completed,2021,S.U.C.C.E.S.S.,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=727,POINT (-123.09633964 49.28058017),Strathcona,62,Design,Standard Studio
11262,760,,557 E Cordova St,Completed,2015,MPA Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=760,POINT (-123.09214537 49.28239934),Strathcona,5,Design,Standard Studio
11264,786,,41 E Hastings St,Completed,2018,Atira Women’s Resource Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=786,POINT (-123.10334078 49.28172425),Downtown,120,Design,Standard Studio
11265,791,,1495 W 8th Ave,Completed,2021,Vancouver Masonic Centre,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=791,POINT (-123.13751409 49.26497349),Fairview,65,Design,Standard Studio
11266,792,,946 - 950 Main St,Completed,2021,Lu'Ma Native Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=792,POINT (-123.09948504 49.27598238),Strathcona,22,Design,Standard Studio
11267,798,,5688 Ash St,Completed,2019,Oakridge Lutheran Church Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=798,POINT (-123.11760049 49.23385582),South Cambie,15,Design,Standard Studio
11268,800,,500-650 W 57th Ave,Approved,,,,POINT (-123.11780837 49.21835764),Marpole,45,Design,Standard Studio
11269,802,,124 Dunlevy Ave,Completed,2021,City of Vancouver,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=802,POINT (-123.0948261 49.28373962),Strathcona,165,Design,Standard Studio
11270,811,,401 Jackson Ave,Under Construction,,Aboriginal Land Trust Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=811,,Unknown,108,Design,Standard Studio
11271,814,,177 W Pender St,Under Construction,,Community Land Trust Foundation of BC,,POINT (-123.10920892 49.28166995),Downtown,63,Design,Standard Studio
11272,815,,75 SW Marine Dr,Completed,2022,New Chelsea Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=815,POINT (-123.10773385 49.21271041),Marpole,10,Design,Standard Studio
11273,819,,320 E Hastings St,Under Construction,,,,POINT (-123.09704179 49.28098552),Strathcona,56,Design,Standard Studio
11274,831,,650 W 41st Ave,Under Construction,,Sanford Housing Society,,,Unknown,52,Design,Standard Studio
11275,839,,220 Terminal Ave,Completed,2017,City of Vancouver,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=839,POINT (-123.09968569 49.27237498),Strathcona,36,Design,Standard Studio
11276,849,,625-777 Pacific St,Approved,,More Than A Roof Housing Society,,POINT (-123.12818293 49.27489867),Downtown,39,Design,Standard Studio
11277,852,,1190 Burrard St,Under Construction,,McLaren Housing Society of BC,,,Unknown,87,Design,Standard Studio
11278,854,,2050 Rupert St,Under Construction,,Hopehill,,POINT (-123.03326161 49.26621497),Hastings-Sunrise,38,Design,Standard Studio
11279,857,,5250 Ash St,Approved,,,,POINT (-123.1173014 49.2376526),South Cambie,16,Design,Standard Studio
11280,859,,3279 - 3297 Vanness Ave,Under Construction,,,,,Unknown,52,Design,Standard Studio
11281,862,,3819 Boundary Rd,Completed,2021,Lu'Ma Native Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=862,POINT (-123.02424893 49.25040035),Renfrew-Collingwood,1,Design,Standard Studio
11282,866,,3625 Sawmill Crescent,Completed,2021,Catalyst Community Developments Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=866,POINT (-123.02444018 49.20668835),Killarney,9,Design,Standard Studio
11284,871,,1325 Burnaby St,Completed,2000,Brightside Community Homes Foundation,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=871,POINT (-123.13613725 49.28256925),West End,4,Design,Standard Studio
11285,883,,1001 Kingsway,Proposed,,,,POINT (-123.08348134 49.25412044),Kensington-Cedar Cottage,35,Design,Standard Studio
11286,889,,1885 E Pender St,Proposed,,,,POINT (-123.06602928 49.28048558),Grandview-Woodland,24,Design,Standard Studio
11287,890,,4949-5255 Heather St & 657 W 37th Ave,Approved,,,,POINT (-123.12185811 49.24025538),South Cambie,109,Design,Standard Studio
11288,891,,546 W 13th Ave,Under Construction,,Soroptimist Club of Vancouver,,,Unknown,51,Design,Standard Studio
11290,896,,1317 Richard St & 508 Drake St,Under Construction,,,,POINT (-123.12635099 49.27484364),Downtown,89,Design,Standard Studio
11291,898,,2924 Venables St,Under Construction,,Brightside Community Homes Foundation,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=898,,Unknown,39,Design,Standard Studio
11295,920,,1210 Seymour St,Under Construction,,,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=920,POINT (-123.125212 49.27614383),Downtown,78,Design,Standard Studio
11296,935,,949 W 41st Ave and 5469-5507 Willow St,Approved,,,,POINT (-123.12472797 49.23414343),South Cambie,66,Design,Standard Studio
11297,937,,1810 Alberni St / 1818 Alberni,Under Construction,,,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=937,,Unknown,4,Design,Standard Studio
11298,942,,1325-1333 E Georgia St,Approved,,Lu'Ma Native Housing Society,,POINT (-123.07653322 49.27882739),Grandview-Woodland,29,Design,Standard Studio
11299,945,,774 W 13th Ave,Approved,,Metro Vancouver Housing Corporation,,,Unknown,51,Design,Standard Studio
11300,947,,52-92 E Hastings St,Under Construction,,Lu'Ma Native Housing Society,,POINT (-123.10272097 49.28108972),Downtown,63,Design,Standard Studio
11301,950,,128 - 138 E Cordova St,Under Construction,,Salvation Army,,POINT (-123.10109474 49.28205621),Downtown,46,Design,Standard Studio
11303,953,,2075 Kingsway,Completed,2023,Connective Supportive Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=953,POINT (-123.06367433 49.2450181),Kensington-Cedar Cottage,65,Design,Standard Studio
11305,984,,388 Slocan,Completed,2024,YWCA Vancouver,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=984,POINT (-123.04884634 49.28142299),Hastings-Sunrise,9,Design,Standard Studio
11306,988,,8559 Jack Uppal St,Completed,2025,Sawmill Co-op,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=988,POINT (-123.03388168 49.20633158),Killarney,56,Design,Standard Studio
11311,13,,1455 E 3rd Ave,Completed,1973,Baptist Housing Society of B.C.,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=13,POINT (-123.07464212 49.26829628),Grandview-Woodland,144,Design,Standard Studio
11313,24,,1800 E 5th Ave,Completed,1976,BC Housing,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=24,POINT (-123.06799095 49.26555761),Grandview-Woodland,23,Design,Standard Studio
11316,30,,325 E 6th Ave,Completed,1969,Brightside Community Homes Foundation,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=30,POINT (-123.09776676 49.26570816),Mount Pleasant,34,Design,Standard Studio
11317,31,,330 E 6th Ave,Completed,1975,New Chelsea Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=31,POINT (-123.09804729 49.26518737),Mount Pleasant,40,Design,Standard Studio
11321,44,,1216 E 7th Ave,Completed,1981,Coast Mental Health,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=44,POINT (-123.07890671 49.26397621),Mount Pleasant,23,Design,Standard Studio
11324,57,,951 E 8th Ave,Completed,1978,Anavets Senior Citizens Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=57,POINT (-123.08405019 49.26362938),Mount Pleasant,52,Design,Standard Studio
11330,80,,2898 E 22nd Ave,Completed,1982,Three Links Care Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=80,POINT (-123.04445764 49.25031447),Renfrew-Collingwood,34,Design,Standard Studio
11335,96,,1717 Adanac St,Completed,1979,Vancouver East Lion's Housing Foundation,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=96,POINT (-123.07006467 49.27782127),Grandview-Woodland,92,Design,Standard Studio
11337,100,,310 Alexander St,Completed,1986,Veterans' Memorial Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=100,POINT (-123.0973628 49.28378914),Strathcona,75,Design,Standard Studio
11338,102,,638 Alexander St,Completed,1985,Alexander Street Co-operative Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=102,POINT (-123.09046001 49.28366031),Strathcona,33,Design,Standard Studio
11341,118,,2633 E Broadway,Completed,1975,Broadway Pentecostal Benevolent Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=118,POINT (-123.05120171 49.2623094),Hastings-Sunrise,69,Design,Standard Studio
11343,121,,633 Bucketwheel,Completed,1977,Uptown Kiwanis Club,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=121,POINT (-123.11823439 49.26800345),Fairview,40,Design,Standard Studio
11344,122,,650 Bucketwheel,Completed,1977,Vancouver Broadway Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=122,POINT (-123.11818965 49.26769092),Fairview,22,Design,Standard Studio
11345,127,,3637 Cambie St,Completed,1982,Eight Oaks Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=127,POINT (-123.11584604 49.25295523),South Cambie,4,Design,Standard Studio
11348,137,,740 Commercial Dr,Completed,1958,Vancouver East Lion's Housing Foundation,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=137,POINT (-123.07022885 49.27820526),Grandview-Woodland,12,Design,Standard Studio
11353,153,,2425 Cypress St,Completed,1976,BC Housing,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=153,POINT (-123.14845684 49.26444467),Kitsilano,2,Design,Standard Studio
11356,167,,551 E Georgia St,Completed,1979,Vancouver Chinese Kung Kao Foundation,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=167,POINT (-123.09201049 49.27867931),Strathcona,25,Design,Standard Studio
11361,179,,1750 Grant St,Completed,1981,Vancouver East Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=179,POINT (-123.06848813 49.27102079),Grandview-Woodland,2,Design,Standard Studio
11362,180,,1090 Granville St,Completed,1991,McLaren Housing Society of BC,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=180,POINT (-123.1241591 49.27810547),Downtown,16,Design,Standard Studio
11364,191,,1661 Frances St,Completed,1989,Coast Mental Health,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=191,POINT (-123.07120717 49.27964586),Grandview-Woodland,12,Design,Standard Studio
11367,197,,1099 Richards Street,Completed,2016,The 127 Society for Housing,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=197,POINT (-123.12269367 49.27725478),Downtown,109,Design,Standard Studio
11368,203,,5233 Joyce St,Completed,1970,Columbus Charities,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=203,POINT (-123.03307907 49.23748176),Renfrew-Collingwood,82,Design,Standard Studio
11370,205,,325 Keefer St,Completed,1972,Chau Luen Kon Sol Society of Vancouver,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=205,POINT (-123.09648989 49.27966994),Strathcona,73,Design,Standard Studio
11372,209,,7101 Kerr St,Completed,1969,Vancouver Kiwanis Senior Citizens Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=209,POINT (-123.041933 49.21887003),Killarney,30,Design,Standard Studio
11373,211,,2751 W King Edward,Completed,1963,Anglican Homes,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=211,POINT (-123.16653193 49.24842742),Arbutus Ridge,50,Design,Standard Studio
11377,216,,1475 Kitchener St,Completed,1982,Lu'Ma Native Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=216,POINT (-123.07429154 49.27241953),Grandview-Woodland,1,Design,Standard Studio
11379,226,,2229 Maple St,Completed,1976,Shalom Branch #178 Canadian Legion,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=226,POINT (-123.15077883 49.26595347),Kitsilano,16,Design,Standard Studio
11382,238,,1501 Woodland Dr,Completed,1969,BC Housing,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=238,POINT (-123.07443151 49.27099676),Grandview-Woodland,71,Design,Standard Studio
11383,246,,1455 Napier St,Completed,1980,Grandview Co-op Housing Association,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=246,POINT (-123.07485783 49.27517909),Grandview-Woodland,2,Design,Standard Studio
11385,252,,2122 Oxford St,Completed,1965,Vancouver East Lion's Housing Foundation,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=252,POINT (-123.06137361 49.28545308),Grandview-Woodland,31,Design,Standard Studio
11386,255,,490 Columbia St,Completed,1981,Chinese Freemasons of Canada,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=255,POINT (-123.10190211 49.28067369),Downtown,32,Design,Standard Studio
11388,261,,830 Campbell Ave,Completed,1984,Vancouver Chinatown Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=261,POINT (-123.08442743 49.27694361),Strathcona,14,Design,Standard Studio
11392,269,,1254 Pendrell St,Completed,1973,Parish of St.Paul-Pendrellis Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=269,POINT (-123.13344925 49.28280452),West End,78,Design,Standard Studio
11393,272,,43 Powell St,Completed,1983,Affordable Housing Societies,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=272,POINT (-123.10320433 49.28340214),Downtown,25,Design,Standard Studio
11394,273,,101 Powell St,Completed,1986,Affordable Housing Societies,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=273,POINT (-123.10189962 49.28346017),Downtown,69,Design,Standard Studio
11396,277,,333 Powell St,Completed,1990,The Bloom Group,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=277,POINT (-123.09696743 49.28339069),Strathcona,24,Design,Standard Studio
11398,284,,3433 Renfrew St,Completed,1976,East Enders Amherst Lions Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=284,POINT (-123.0448255 49.25359041),Renfrew-Collingwood,20,Design,Standard Studio
11400,293,,1067 Seymour St,Completed,1992,City of Vancouver,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=293,POINT (-123.12355177 49.27796805),Downtown,53,Design,Standard Studio
11411,343,,1538 E 22nd Ave,Completed,1995,Coast Mental Health,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=343,POINT (-123.07283614 49.25015825),Kensington-Cedar Cottage,1,Design,Standard Studio
11412,344,,377 Powell  St,Completed,2002,The Bloom Group,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=344,POINT (-123.09593061 49.2833689),Strathcona,29,Design,Standard Studio
11419,378,,3278 Vanness  Ave,Completed,2000,Affordable Housing Societies,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=378,POINT (-123.03529409 49.23940019),Renfrew-Collingwood,1,Design,Standard Studio
11421,387,,520 W 7th Ave,Completed,2001,Brightside Community Homes Foundation,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=387,POINT (-123.11567548 49.26473908),Fairview,48,Design,Standard Studio
11422,388,,361 Heatley Ave,Completed,2002,Union Gospel Mission,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=388,POINT (-123.08987395 49.28146285),Strathcona,75,Design,Standard Studio
11423,390,,1265 Granville St,Completed,2002,More Than a Roof Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=390,POINT (-123.12765023 49.27658027),Downtown,56,Design,Standard Studio
11424,392,,1114 Comox St,Completed,2001,Mole Hill Community Housing Society,https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=392,POINT (-123.12980301 49.28188437),West End,3,Design,Standard Studio
